active,byline,city,currency,description,end_date,funded_amt,funded_pct,headline,state,title,url
1,Seth Infante,Weston,$,"Expelook is an Social Market Place where customers sell to other customers  their valued items thru video uploads, blog & social media.",2016-11-01,0,0%,Expelook The Social Market Place,FL,Expelook,https://www.kickstarter.com/projects/1116121866/expelook-the-social-market-place?ref=category
1,David Desaulniers,Trois-Rivières,$,"Hi everyone, I need financing for a smart phone application. This application will help your community with coordination for services.",2016-11-04,0,0%,JOBER,QC,JOBER,https://www.kickstarter.com/projects/214054619/jober?ref=category
1,"fatdreams, LLC",Riverside,$,GodzFavor is a positive place for people to express their love of God. Share your love of God using the free mobile app.,2016-10-26,441,1%,Godz Favor,CA,Godz Favor,https://www.kickstarter.com/projects/370035676/godz-favor?ref=category
1,Roland Braithwaite,Calgary,$,"We developed a technology that eliminates echoing in any environment, no microphone feedback, increased power handling in loudspeakers",2016-10-14,0,0%,Tetrasound Technologies,AB,Tetrasound Technologies,https://www.kickstarter.com/projects/tetrasound/tetrasound-technologies?ref=category
1,Alessandro Maurizio,Turin,€,"Have you heard the news?!?
The new iPhone 7 has no 3.5mm jack connector, but no problem: there's ALWAYS a solution - #JackIsBack",2016-11-07,331,0%,jCover - #JackIsBack - iPhone 7 / 7+ Cover with DAC and Jack,Piedmont,jCover - #JackIsBack -,https://www.kickstarter.com/projects/alexmaurizio/jcover-jackisback-iphone-7-7-cover-with-dac-and-ja?ref=category
1,Paolo Diego,Italia,€,Instant messaging mobile app for healthcare professionals to exchange ideas & news about medical topics. iOS Version.,2016-10-28,0,0%,MedsApp iOS,Piedmont,MedsApp iOS,https://www.kickstarter.com/projects/288903176/medsapp-ios?ref=category
1,Jasper MacDonald T,Waterbury,$,LIVOD allows anybody with a smartphone to share what is going on Live.  Life's more fun when you live in the moment,2016-11-09,5,0%,LIVOD Live Streaming,CT,LIVOD Live Streaming,https://www.kickstarter.com/projects/1352169514/livod-live-streaming?ref=category
1,Jasmine Robinson,San Francisco,$,Facebook App that makes it easy to create awards for your friends or earn awards by creating engaging battles.,2016-10-16,1,0%,PalAward,CA,PalAward,https://www.kickstarter.com/projects/1751731981/palaward?ref=category
1,Alessandro,Salerno,€,"DiaryLog is the diary of everyone, that everyone reads and where everybody writes .",2016-10-16,1,0%,"DiaryLog, you have a secret? show it!",Campania,"DiaryLog,",https://www.kickstarter.com/projects/1815103854/diarylog-you-have-a-secret-show-it?ref=category
1,Eric Hahn and Josh Hornoff,Warwick,$,"We are two Virtual Reality enthusiasts who are launching a company to bring VR to your Rhode Island event, birthday party, or bar.",2016-10-15,300,4%,Reality Undone,RI,Reality Undone,https://www.kickstarter.com/projects/1038849616/reality-undone?ref=category
1,Alif Aleph Sajan,San Francisco,$,"KickMe disrupts procrastination with a simple, voice-activated app for mobile and desktop.",2016-10-30,2485,15%,KickMe:Voice-activated app to interrupt your procrastination,CA,KickMe:Voice-,https://www.kickstarter.com/projects/1618727138/kickme-interrupting-procrastination-since-2016?ref=category
1,Matthew and Colton Mouritsen,Kaysville,$,"Wild Game Ranger is a mobile app designed to help users locate, view, photograph, and share where wildlife wander all over the world!",2016-10-16,648,3%,Wild Game Ranger - The Wildlife Viewing Mobile App,UT,Wild Game Ranger -,https://www.kickstarter.com/projects/1573134515/wild-game-ranger-the-wildlife-viewing-mobile-app?ref=category
1,Dave Getman,Portsmouth,$,Help me bring dancing stick figures to the world! People love them but cat stickers have taken over the sticker store. Help me fix it!,2016-10-18,15,0%,Send Dancing Sticks on iMessage,NH,Send,https://www.kickstarter.com/projects/736239480/send-dancing-sticks-on-imessage?ref=category
1,Norman Paterson,Chicago,$,"I propose to build a computer simulator of living cells, to prove the importance of quantum effects on biological entities",2016-11-15,25,0%,Dynamic Computer Model of Living Cells,IL,Dynamic,https://www.kickstarter.com/projects/366215294/interactive-quantum-molecular-model-of-living-cell?ref=category
1,Mateo Starcevic Filipovic,Dublin,€,"Platform that generates personalized, graphically-designed resumes, without any need of using a programe, completely free of charge!",2016-10-29,135,3%,Resumes on a completely different way!,Dublin,Resumes,https://www.kickstarter.com/projects/1204479029/change-the-way-we-hire?ref=category
1,Dubtrack,New York,$,Dubtrack.FM is a social DJ site where users can share and discover the latest and greatest by tuning in to user-generated playlists.,2016-10-22,0,0%,"Dubtrack.FM: Share and discover music, together",NY,"Dubtrack.FM: Share and discover music,",https://www.kickstarter.com/projects/dubtrack/dubtrackfm-share-and-discover-music-together?ref=category
1,Cislunar Explorer,Ithaca,$,"Democratize the future of space exploration by supporting a low-cost, open-source spacecraft propelled solely by water!",2016-10-31,2437,4%,"Cislunar Explorers: Instant Spacecraft, Just Add Water!",NY,"Cislunar Explorers: Instant Spacecraft,",https://www.kickstarter.com/projects/292227449/cislunar-explorer-make-your-own-water-propelled-sp?ref=category
1,Wodout,France,€,Revolutionary training program for free athlete with or without equipments !,2016-11-08,10,0%,Wodout,Auvergne,Wodout,https://www.kickstarter.com/projects/1682890487/wodout?ref=category
1,Sébastien Drouin,Montreal,$,"Démocratiser le transport, courtage de conducteurs désignés, partager frais UBER & TAXI, sécuritaire, communauté Nightlife, concours.",2016-12-02,20,0%,Mobile App Application mobile So-ÜDRIV sharing community,QC,Mobile App Application mobile So-,https://www.kickstarter.com/projects/1092603435/mobile-app-application-mobile-so-udriv-sharing-com?ref=category
1,Amber Sanderford,Ocean Springs,$,"We need to create a new and amazing website with the ability to upload from Facebook, Twitter, and Instagram. Any leftovers=marketing $",2016-10-21,1,0%,SendingYourLove.com Subscription photo mailing service,MS,SendingYourLove.com,https://www.kickstarter.com/projects/1396219950/sendingyourlovecom-subscription-photo-mailing-serv?ref=category
1,Eric Danelon,Toronto,$,"With this fundraiser, I plan on teaching people all about aerial photography and the growing drone industry at the event in Toronto!",2016-10-21,0,0%,Aerial Photography Learning Event in Toronto,ON,Aerial,https://www.kickstarter.com/projects/1892175729/aerial-photography-learning-event-in-toronto?ref=category
1,Ben G,Silver Spring,$,Let's make the next big thing.,2016-12-11,0,0%,Headshocker: Fast Paced Social App,MD,Headshocker:,https://www.kickstarter.com/projects/701975062/headshocker-fast-paced-social-app?ref=category
1,Alexis Fernandez,Miami Beach,$,Vyu360™ 4K ProCam a virtual reality action camera ( true immersive 360by360 ) Includes 30 meters underwater case and mounts.,2016-11-15,1762,19%,Vyu360™ 4K ProCam,FL,Vyu360™ 4K ProCam,https://www.kickstarter.com/projects/vyu360/vyu360tm-4k-procam?ref=category
1,Andreas Schneemayer,Zurndorf,€,This could be the FIRST SMART-HOME-SOLUTION with OPEN SOFTWARE AND OPEN HARDWARE that is customable and affordable for everyone.,2016-11-19,30,0%,OpenSource Smart-Home-Solution,Burgenland,OpenSource Smart-Home-,https://www.kickstarter.com/projects/432597584/opensource-smart-home-solution?ref=category
1,Richard Hurley,Toronto,$,Conceptualiz has made 3D printing more accessible to doctors.,2016-11-27,25,0%,Ossa 3D - Simplified 3D Printing Software for Doctors.,ON,Ossa 3D -,https://www.kickstarter.com/projects/1923444184/ossa-3d-simplified-3d-printing-software-for-physic?ref=category
1,Supporters of Professor. Dr. G. G.,Sydney,$,The utilization of solar energy can provide a satisfactory and real solution for humankind.,2016-10-30,250,0%,Portable Solar Heat Energy Storage System,NSW,Portable,https://www.kickstarter.com/projects/484483619/advanced-solar-heat-energy-storage-system?ref=category
1,Garrett McGovern,Manhattan,$,"AVO is an online portal that bridges the gap between homelessness and the job market. 
(www.avoforhomeless.squarespace.com)",2016-10-24,0,0%,AVO for Homeless,NY,AVO for Homeless,https://www.kickstarter.com/projects/1259660664/avo-for-homeless?ref=category
1,Olaniyi Obileye,Rialto,$,A new and extremely innovative way to bring people together for the best events in your area big or small created by you the user.,2016-10-25,0,0%,Rendezvous,CA,Rendezvous,https://www.kickstarter.com/projects/689857305/rendezvous-1?ref=category
1,Sal Hontiveros,New Orleans,$,"Join the Outwork community and find out about our new way to workout with friends, family, or others.",2016-11-19,11,0%,Outwork - A New Way To Workout With Others.,LA,Outwork -,https://www.kickstarter.com/projects/outwork/outwork-a-new-way-to-workout-with-others?ref=category
1,Portia Brockway,Cambridge,$,"TAC allows the user to proactively alter their mood through biometrics and artistic output, sharing mood shifts and artwork w/friends.",2016-10-19,100,0%,The Artist's Chamber - a mood synthesizer 4 having feelings,MA,The Artist's Chamber -,https://www.kickstarter.com/projects/1230013489/the-artists-chamber-a-mood-synthesizer-4-having-fe?ref=category
1,Beauty At The Surface Inc.,Brooklyn,$,We're creating an environment where millennial women can access technology in order to advance themselves and live a worthwhile life.,2016-10-20,100,2%,Equipment For Knowledge Building Environment,NY,Equipment,https://www.kickstarter.com/projects/1260478865/equipment-for-knowledge-building-environment?ref=category
1,BirthdayBrain,Zurich,Fr ,"Marketing / exposure / presentation of our Android-App:

Reminder for birthdays. Automatic sending of your personal birthday wishes.",2016-11-27,0,0%,BirthdayBrain goes global! - Promotion of our Android-App,Canton of Zurich,BirthdayBrain goes global! - Promotion of our Android-,https://www.kickstarter.com/projects/1425568628/birthdaybrain-goes-global-promotion-of-our-android?ref=category
1,Souldraft.com,Paris,€,"Soul Draft is a blog that puts forward artists, designers, companies and major brands for all the art lovers in search of discoveries.",2016-10-30,1015,2%,SoulDraft.com: Making Art Accessible to Everyone,Ile-de-France,SoulDraft.com:,https://www.kickstarter.com/projects/188672550/souldraftcom-making-art-accessible-to-everyone?ref=category
1,Bellajynx,Brighton and Hove City,£,"I've always wanted to have the ability to spread positivity and make a success of my channel, I hoping to finally accomplish this!",2016-11-18,155,18%,My return to Youtube!,England,My,https://www.kickstarter.com/projects/bellajynx/my-return-to-youtube?ref=category
1,Steven Murr,Taunton,£,"The great new App that allows you to capture and save all of life's precious memories. Create groups, share with your friends and enjoy",2016-10-23,10,0%,memorybubbles,England,memorybubbles,https://www.kickstarter.com/projects/799916959/memorybubbles?ref=category
1,Jonathan Caplan,London,£,"Widely referred to as 'The Instagram of Food', MunchMap is the platform to Snap a Photo, Tag, Rate & Share everything you eat!",2016-11-04,660,1%,MunchMap - The Instagram of Food!,England,MunchMap -,https://www.kickstarter.com/projects/495600312/munchmap-the-instagram-of-food?ref=category
1,C.A. Ephrion,Fontana,$,Tired of waiting days just to receive an item you ordered? We've found your solution...Envoi. The daily delivery app that connects us.,2016-10-26,110,0%,Envoi - The Delivery App,CA,Envoi -,https://www.kickstarter.com/projects/2096154808/envoi-the-delivery-app?ref=category
1,Neil Patel,Dallas,$,Jujube redefines messaging with machines learning human emotions. Forget decoding what a text based message really means. Ask JuJuBe,2016-10-16,0,0%,JuJube : the Frasier Crane for your text messages,TX,JuJube :,https://www.kickstarter.com/projects/347066025/jujube-the-frasier-crane-for-your-text-messages?ref=category
1,Adam Vance,Troy,$,"A community of people gathered together on www.EnglishEval.com to Improve, Enhance, and Encourage better English Conversation!",2016-10-14,0,0%,EnglishEval.com,MI,EnglishEval.com,https://www.kickstarter.com/projects/englisheva2017l/englishevalcom?ref=category
1,Raymond C Barber Jr,Hughesville,$,A video archive of daily memories that are able to be reproduced on demand via 3D and/or VR devices.,2016-10-14,0,0%,Memory Archive,PA,Memory Archive,https://www.kickstarter.com/projects/1025008475/memory-archive?ref=category
1,Shawn Chen,Kansas City,$,"Wearable DigiOptix Smart Camera allows you to record HD video, and use Bluetooth function to take picture, receive calls, listen music.",2016-11-20,843,16%,Wearable Smart Video Camera Camcorder HD Bluetooth Headset,MO,Wearable,https://www.kickstarter.com/projects/camemoryusa/wearable-smart-video-camera-camcorder-hd-bluetooth?ref=category
1,Nati Budoc & Mike Blackburn,Orange,$,Our App will ease and speed the transactions between the customers and local businesses. It will also allow precise shipment info.,2016-10-26,575,3%,Where Are My Goods: track and buy your goods with ease :)!,CA,Where Are My Goods: track and buy your goods with ease :,https://www.kickstarter.com/projects/wherearemygoods1/where-are-my-goods-track-and-buy-your-goods-with-e?ref=category
1,Nathan Berger,Los Angeles,$,"We're building a community that easily allows students and retirees to connect, trading rooms in return for companionship and chores.",2016-11-04,141,0%,Helpful Humans USA Fundraiser,CA,Helpful,https://www.kickstarter.com/projects/1865865572/helpful-humans-usa-fundraiser?ref=category
1,MagMouse - Melissa Glynn & Son Jonathan,Atlanta,$,"MagMouse - World’s Most Accurate Mouse.
Ideal for Gamers, Designers, Video Editors & Photoshop",2016-10-20,824,5%,MagMouse - World's Most Accurate Mouse,GA,MagMouse -,https://www.kickstarter.com/projects/1821455178/magmouse-worlds-most-accurate-mouse?ref=category
1,Double Sapphires LLC,Fort Lauderdale,$,"State of the Art protection, Design and innovation. The perfect wearable case  made for iPhone and Galaxy gadgets. Watch &",2016-12-03,7844,392%,Double Sapphires®: Elite Screen Protectors for your phone,FL,Double Sapphires®:,https://www.kickstarter.com/projects/sapphireglass/double-sapphires-elite-screen-protectors?ref=category
1,Simon A. Evans,Girdwood,$,"Solar Driven Ground Cooling System will keep the ground frozen solid beneath infrastructure founded on permafrost soils,",2016-11-10,160,0%,Solar Driven Ground Cooling For Permafrost Foundations,AK,Solar,https://www.kickstarter.com/projects/428197979/solar-driven-ground-cooling-for-permafrost-foundat?ref=category
1,Valeriy,Erlensee,€,"Our website unites people around the globe for communication, entertainment and business",2016-10-16,0,0%,Social Network for communication and business,Hesse,Social,https://www.kickstarter.com/projects/549350773/social-network-for-communication-and-business?ref=category
1,Gathorings,Manasquan,$,"Gathorings is working to return control of personal privacy to the individual in order to ensure a rich, rewarding future for all.",2016-10-16,194,0%,Taking Back Our Privacy,NJ,Taking,https://www.kickstarter.com/projects/605602855/taking-back-our-privacy?ref=category
1,Otto Wang,Fremont,$,"Uniquely designed for restaurants, small shops and chain-stores, you can do it on your own without the expensive advertisement agencies",2016-10-18,230,7%,World's Only Cloud Digital Signage System with HDMI Input,CA,World's,https://www.kickstarter.com/projects/715751634/worlds-only-cloud-digital-signage-system-with-hdmi?ref=category
1,Andrew Stevens,Seattle,$,"http://wigudatedeals.com/
Early stage startup that combines international tourism with dating. Download the app, try the site.",2016-10-21,0,0%,Wigu Date Deals,WA,Wigu Date Deals,https://www.kickstarter.com/projects/1001614212/wigu-date-deals?ref=category
1,Pablo Treviño Llorens,Valencia,€,"Este modulo SFP GPON permitira eliminar por completo la ONT y Router de tu actual ISP y usar tu Propio Router Cisco,Mikrotik..esc",2016-11-07,0,0%,Modulo SFP GPON para Fibra optica con S/N personalizado,Valencia,Modulo,https://www.kickstarter.com/projects/292295153/modulo-sfp-gpon-para-fibra-optica-con-s-n-personal?ref=category
1,Rubén Izquierdo,Madrid,€,"Más que una app de pádel. Gracias a un algoritmo encontramos personas de tu nivel para jugar, dónde y cuándo quieras. English Version.",2016-11-09,421,9%,The Sport Revolution on your SmartPhone,Madrid,The,https://www.kickstarter.com/projects/806619910/the-sport-revolution-on-your-smartphone?ref=category
1,Vianney,Paris,€,"Have you ever been confronted with your fridge door left open ? Yes ? So, the FRIDGE KEEPER will make your life easy !",2016-11-09,20,0%,Fridge Keeper,Ile-de-France,Fridge Keeper,https://www.kickstarter.com/projects/1671877550/fridge-keeper?ref=category
1,Lindero Edutainment,Irvine,$,"Fun, immersive, interactive virtual reality educational program for students 4-10 years old that covers common core math skills.",2016-11-04,101,0%,Milo and Brandie's Jungle Adventure,CA,Milo,https://www.kickstarter.com/projects/956071458/milo-and-brandies-jungle-adventure?ref=category
1,Emir Aiaydeh,Toronto,$,"Creating a future where youth have a place that will empower them to create, invent, embody, and reimagine a better world for all.",2016-11-12,5,0%,Shelter,ON,Shelter,https://www.kickstarter.com/projects/shellterr/shellterr?ref=category
1,Terry Porter and Kristian Lien,Fargo,$,"This is an app for basketball coaches.  It will help plan practice, including a whiteboard for games and practice situations.",2016-11-04,0,0%,Championship Basketball Planning,ND,Championship Basketball Planning,https://www.kickstarter.com/projects/1383157203/championship-basketball-planning?ref=category
1,Concerned Citizens of America,Titusville,$,Send Donald Trump to Mars.  We'll design a Trump delivery system to send the orange one to the red planet.,2016-11-08,71,0%,Send Trump to Mars,FL,Send,https://www.kickstarter.com/projects/402998029/send-trump-to-mars?ref=category
1,Eastern Color,Hong Kong,$,A revolutionary Photo Studio that bring your creativity beyond imaginations in Product Photography!,2016-10-13,7159,10%,iPhotoBox Lite - The World’s Best Portable Photo Studio,Hong Kong Island,iPhotoBox Lite -,https://www.kickstarter.com/projects/1899507369/iphotobox-lite-the-worlds-best-portable-photo-stud?ref=category
1,Dan Feherdi,Italia,€,"The aim of the project is the development of a simple tool to assess working memory in a clinic, at a distance and at home.",2016-11-10,0,0%,Chronometric tool for working memory assessment,Piedmont,Chronometric,https://www.kickstarter.com/projects/1964429943/chronometric-tool-for-working-memory-assessment?ref=category
1,Thomas Abraham,Manchester,£,"Universal Language App, communicate with anyone irrespective of language, break the language barrier...!!!...",2016-11-12,1081,4%,Universal Language App,England,Universal Language App,https://www.kickstarter.com/projects/127934259/universal-language-independent-live-translation-ap?ref=category
1,Dheeraj Handa,San Francisco,$,We are ride share platform providers with unique features,2016-11-06,0,0%,Garuda- Enjoy The Ride.,CA,Garuda-,https://www.kickstarter.com/projects/483358693/garuda-enjoy-the-ride?ref=category
1,Mirela Cialai,London,£,Pet Share - mobile app connecting pet owners with people living nearby who love pets but can't spare the time or expense of owning one.,2016-11-06,21,0%,Pet Share: the app connecting pet lovers with pet owners,England,Pet Share:,https://www.kickstarter.com/projects/1015191266/pet-share-the-app-connecting-pet-lovers-with-pet-o?ref=category
1,Roger Lim,St. Cloud,$,"my project is already under development, basically is creating a social platform for college student to sell their books back to studen",2016-11-10,5,0%,For College Student,MN,For College Student,https://www.kickstarter.com/projects/631212981/for-college-student?ref=category
1,Clicktroy,Singapore,$,"Selling stuff rocks! ""SELL IT"" is the fastest, easiest way to sell socially.
It is PayPal integrated! Get paid in seconds.",2016-11-06,0,0%,SELL IT - singapore sellers platform mobile application,Central Singapore,SELL IT -,https://www.kickstarter.com/projects/1433894112/sell-it-singapore-sellers-platform-mobile-applicat?ref=category
1,Quinten McCauley,Wexford,€,Especially designed to keep your Apple & Android world charged with maximum effect and prevent smartphone and tablet wear and tear,2016-11-04,310,1%,Problems with your charging connection - GRIP 'N' CHARGE,Wexford,Problems with your charging connection -,https://www.kickstarter.com/projects/gripncharge/problems-with-your-charging-connection-grip-n-char?ref=category
1,Hallo,St. Petersburg,$,Connecting people through pictures that tell the story of who you are.,2016-11-05,0,0%,HALLO Social Meet-up,FL,HALLO Social Meet-,https://www.kickstarter.com/projects/1058730964/hallo-social-meet-up?ref=category
1,L. Rosemeier,Detmold,€,Wir haben die Dockingstation entwickelt die momentan auf dem Markt am hochwertigsten ist.,2016-11-02,70,7000%,Die hochwertigste Dockingstation die es gibt,North Rhine-Westphalia,Die,https://www.kickstarter.com/projects/1360127466/die-hochwertigste-dockingstation-die-es-gibt?ref=category
1,TiTraGO!,Italia,€,"Offrire un ""TRAGO"", ossia un passaggio con autista che ti segue e ti aspetta mentre concludi i tuoi affari, quando non puoi guidare",2016-11-17,0,0%,TiTraGO! your personal driver,Piedmont,TiTraGO!,https://www.kickstarter.com/projects/titrago/titrago-your-personal-driver?ref=category
1,Jack Mavyan,Los Angeles,$,"We present digitaibook,com site which can become a free electronic library with your help,",2016-11-02,5,0%,DigitaliBook free library,CA,DigitaliBook free library,https://www.kickstarter.com/projects/jackmavyan/digitalibook-free-library?ref=category
1,Simeon Tuitt,Leicester,£,Turn Your Sunglasses Into A Contactless Payment NFC Wearable Wallet That You Can Tap And Pay With In Shops And Leave People Amazed.,2016-10-30,38,12%,Contactless Payment Sunglasses For Paying In Shops By NFC,England,Contactless,https://www.kickstarter.com/projects/simeontuitt/contactless-payment-sunglasses-for-paying-in-shops?ref=category
1,Christopher Lanphier,Jacksonville,$,"Kiwawu is the new customize-able social media. Imagine Pintrest design, Facebook user integration, Myspace customization using Django",2016-12-11,0,0%,Kiwawu,NC,Kiwawu,https://www.kickstarter.com/projects/1514671165/kiwawu?ref=category
1,Troy Newell,Canberra,$,"funding for a meetup group in Canberra, Australia to share ideas and learn about 3D animation and design using open source software.",2016-10-27,50,16%,Blender 3D Meetup Canberra,ACT,Blender,https://www.kickstarter.com/projects/564433529/blender-3d-meetup-canberra?ref=category
1,Crushh,Brooklyn,$,"Curious how much the people you text like you?
We all have a sense, but sometimes we aren't sure.",2016-11-07,13,0%,Crushh: Find out how much people like you...secretly!,NY,Crushh:,https://www.kickstarter.com/projects/1669659158/crushh-find-out-how-much-people-like-yousecretly?ref=category
1,ANTHONY (TIGER) MARTINO,Buffalo,$,What is it about showers that seem to provide temporary relief to tinnitus sufferers and why has no one discovered why???,2016-10-26,31,3%,Tinnitus Research - Shower Solution !,NY,Tinnitus Research -,https://www.kickstarter.com/projects/866477775/tinnitus-research-shower-solution?ref=category
1,Anthony Scotti / Subtle Energy Paradigms,Deerfield Beach,$,Quantum Tech DIY! Ancient 'water engine' will change how we view energy. Join us as we improve our neighbors lives around the planet.,2016-11-10,203,0%,Moving Water Uphill - ZPE Legacy of Babylon,FL,Moving Water Uphill -,https://www.kickstarter.com/projects/sep4usa/moving-water-uphill-the-legacy-of-babylon?ref=category
1,Felix Poirier Beauchamp,Montreal,$,"Finapple is a mobile application that includes a team of trained people ready to help if needed . Discreet, anytime.",2016-11-05,0,0%,Finapple,QC,Finapple,https://www.kickstarter.com/projects/finapple/finapple?ref=category
1,Brad Margeson,Moncton,$,"Surf is a revolutionising way to meet new people near your current location. If you're at the library or the bars, Surf has your back.",2016-10-30,30,0%,Surf App: The New Way To Meet People!,NB,Surf App:,https://www.kickstarter.com/projects/1279358505/surf-app-the-new-way-to-meet-people?ref=category
1,PARTYGRAM,Miami,$,PARTYGRAM is a live streaming app with a Instagram platform that shows users how a party venue looks if it's over capacity or empty,2016-10-28,0,0%,PARTYGRAM,FL,PARTYGRAM,https://www.kickstarter.com/projects/1104174546/partygram?ref=category
1,Brandon Cherry,Lake Orion,$,An app to help even the most depressed people get up in the morning.,2016-11-02,0,0%,Motivational Alarm App,MI,Motivational Alarm App,https://www.kickstarter.com/projects/84684597/motivational-alarm-app?ref=category
1,Alexandra Loehrer,Boston,$,His & Herpes is an exclusive dating site for people with sexually transmitted diseases. Interactive prototype: http://bit.ly/2bHepzr,2016-10-19,10,0%,His & Herpes | Dating App,MA,His,https://www.kickstarter.com/projects/23071590/his-and-herpes-dating-app?ref=category
1,Anthony Toorie,Boston,$,NoSquares - the universal event finder platform. This project is an ios/android code base that has 6 months already in dev.,2016-11-12,0,0%,"""Geobased"" Boredom Fixer",MA,"""Geobased"" Boredom Fixer",https://www.kickstarter.com/projects/1487200599/geobased-boredom-fixer?ref=category
1,Antonio Maria Dalla Fina,Schio,€,dimostrare la trasformazione dei fanghi inquinati in materiali inerti utilizzabili e bloccare i metalli pesanti cancerogeni,2016-10-31,120,0%,H.E.I.D.I. Nuova Tecnologia per i fanghi,Veneto,H.E.I.D.I.,https://www.kickstarter.com/projects/669735159/heidi-nuova-tecnologia-per-i-fanghi?ref=category
1,David Shock,Sedona,$,Be a part of UFO History. The first ever UFO Hunting Satellite. We have the technology today to answer this once and for all. Read on..,2016-12-03,62,1%,CubeSat 4 UFO Disclosure,AZ,CubeSat,https://www.kickstarter.com/projects/1889966504/cubesat-4-ufo-disclosure?ref=category
1,Alexander Nino,Dublin,$,We are building the best social media business only website where you can find or provide a service to the world as your own boss.,2016-12-12,0,0%,The best business only social media site,CA,The,https://www.kickstarter.com/projects/1632163413/the-best-business-only-social-media-site?ref=category
1,Cameron,Santa Cruz,$,Arkitu - The easiest friend finding app out there! Download and be connected in seconds and use our custom maps for your favorite event,2016-10-19,800,26%,Arkitu - The easy to use friend finder!,CA,Arkitu -,https://www.kickstarter.com/projects/1340319733/arkitu-the-easy-to-use-friend-finder?ref=category
1,Michael banjany,Princeton,$,Creating an automated software that will collaborate all of your social media channels into one UI. Systemically delivering content,2016-10-31,0,0%,SIFT- Systematic Information Technology,NJ,SIFT-,https://www.kickstarter.com/projects/1854738571/sift-systematic-information-technology?ref=category
1,Taylor Morris,Calgary,$,"A power bank is just a power bank .. So why not make it more personal, and give it more life than just portable power.",2016-12-03,50,0%,ModuBanks - Modular USB Power Banks (First Funding),AB,ModuBanks -,https://www.kickstarter.com/projects/1746268406/modubanks-modular-usb-power-banks-first-funding?ref=category
1,Go Solar Gadgets,Lehi,$,Take the power of the sun in your own hands with the Go Solar Gloves. Never suffer from a dead phone battery again.,2016-11-05,614,6%,Go Solar Gloves: Knocking Out Dead Phone Batteries,UT,Go Solar Gloves:,https://www.kickstarter.com/projects/451568795/go-solar-gloves-knocking-out-dead-phone-batteries?ref=category
1,J. Purpura,Los Angeles,$,Unmanned kitchens are no longer a thing of the future! This invention will revolutionize the food industry!,2016-11-12,161,0%,JP's Fully Automated Burger Machine,CA,JP's,https://www.kickstarter.com/projects/2046087499/jps-fully-automated-burger-machine?ref=category
1,Germain Gidi,Arlington,$,"This App is intended to serve as the go to hub for all you need to know about entertainment events within any state,city or locality.",2016-12-09,29,0%,Nightingale-Entertainment App,VA,Nightingale-,https://www.kickstarter.com/projects/1866402264/nightingale-entertainment-app?ref=category
1,Yuen Mei Sin,Hong Kong,$,Turn any computers(including MacBook) into a KID's Computer by inserting the USB without installation.Enjoy FREE educational Apps.,2016-11-10,159,0%,E-Learning for Kids : A New Patented Technology,Hong Kong Island,E-Learning for Kids :,https://www.kickstarter.com/projects/497819930/e-learning-for-kids-a-new-patented-technology?ref=category
1,Julian Stoddart,Barcelona,€,To enhance the experience of tourists & travellers to the city,2016-11-27,0,0%,Barcelona social events App,Catalonia,Barcelona,https://www.kickstarter.com/projects/669706283/barcelona-social-events-app?ref=category
1,Ez 2c 3D Viewers and Video Equipment,Albuquerque,$,Make & See Free 3D. Use 2 GoPros - Simple to make 3D Videos & Pics. Ez 2c 3D Viewers will help you show friends and family,2016-11-30,2,5%,Ez 2c 3D Viewer #1,NM,Ez,https://www.kickstarter.com/projects/1224041680/ez-2c-3d-viewer-1?ref=category
1,Robert Candela,Queens,$,"The world's first multi-use phone charging station that can do so much more than just charge your devices. 
Get Powered Get Connected.",2016-10-21,463,1%,Gandora The World's First Home & Restaurant Charging Station,NY,Gandora,https://www.kickstarter.com/projects/1862748751/gandora-the-worlds-first-home-and-restaurant-charg?ref=category
1,"Ronald A. Newcomb, Asst.Invmt.Mgnt.LLC",San Diego,$,"Help us complete the development of new drone technology to enable search and rescue drones to save lives. Heavy lift, high efficiency.",2016-10-16,1240,6%,First Responder Drone Technologies,CA,First,https://www.kickstarter.com/projects/1589176894/first-responder-drone-technologies?ref=category
1,Wayne McElreath,Dallas,$,"Luxx provides a community for exotic car, yacht, jet owners, makers and designers. We also feature exclusive fashion and polo content.",2016-10-26,50,0%,"Luxx Network Digital Community, Exclusive Product Content",TX,"Luxx Network Digital Community,",https://www.kickstarter.com/projects/316090793/luxx-network-digital-community-exclusive-product-c?ref=category
1,PowerMAG - The Ultimate Mobile Charger,Singapore,$,"2.4A Charging Speed, Magnetic Charger , Auto Disconnect , Sync & Charge, This are just some of the characteristics of PowerMAG",2016-11-12,1469,14%,PowerMAG - $7 Magnetic Charger for Android & Apple devices,Central Singapore,PowerMAG -,https://www.kickstarter.com/projects/pjbpteltd/powermag-7-magnetic-charger-for-mobile-devices-24?ref=category
1,Timo Dümke,Munster,€,Help each other and make the world a little bit safer. SecLife - for more security in everyday life. The social safety network.,2016-11-12,0,0%,SecLife App - Increase safety - Be safe everywhere,Lower Saxony,SecLife App - Increase safety -,https://www.kickstarter.com/projects/1149134479/seclife-app-increase-safety-be-safe-everywhere?ref=category
1,Tyler Paske,West Springfield,$,Wearable tech wet suit that brings comfort to uncomfortable environments. Climate controlled.,2016-10-24,103,10%,The Aeolus I,MA,The Aeolus I,https://www.kickstarter.com/projects/1234426421/the-eft-suit?ref=category
